Case #1: 125
11 14 287037
14 13 254563
16 13 260390
8 1 302146
22 1 194683
11 16 157874
23 5 215814
16 5 75135
4 14 252165
2 23 261816
17 22 220513
12 20 175645
20 10 185868
17 16 90413
17 14 188403
10 14 204001
22 24 171835
20 2 256562
12 13 205219
6 10 221674
19 1 154715
2 22 205314
5 9 267173
24 9 134545
14 16 278816
2 11 213138
20 3 298542
23 19 230811
16 7 293875
15 18 117831
24 3 255673
6 9 205946
19 2 186886
6 17 231845
4 11 84479
21 6 173059
17 7 212309
21 1 158510
5 24 141328
16 24 212403
2 15 86082
24 8 233834
13 3 249303
19 24 122271
15 25 53072
21 16 172376
22 13 257595
18 10 133219
25 11 199440
6 25 209217
4 16 154175
22 9 306380
14 9 290028
8 7 152362
16 3 261195
22 23 270779
20 22 208356
10 25 68460
15 20 201256
13 24 175532
20 21 137253
7 2 295165
16 20 224466
1 6 282146
16 23 249420
12 9 251958
19 10 116192
19 8 188228
14 24 347000
13 10 136629
24 18 139298
2 24 213693
3 25 181134
2 17 299678
4 8 194826
11 1 233197
23 20 203610
17 15 244372
2 8 265625
6 2 292368
4 23 237409
14 1 96786
8 9 232689
21 8 146316
5 13 198570
8 20 107541
11 15 146368
23 24 236589
25 13 205089
25 18 64759
1 2 36521
3 5 247923
23 18 213784
11 20 228402
3 1 118578
18 11 230979
13 17 247553
7 6 179105
5 2 172179
1 15 122603
10 23 191122
2 12 198493
25 1 175675
25 9 209084
22 3 247294
21 22 251319
22 18 56995
7 12 245054
1 7 331686
14 20 303802
7 23 231973
6 19 161485
14 5 232444
16 15 163909
6 14 339608
11 6 187656
12 25 89043
7 3 337145
3 21 204046
15 19 100804
9 16 192038
6 24 260577
5 15 119861
21 11 91149
25 19 47732
11 22 287974
12 16 59920
15 7 209083
17 10 228984
17 25 228277
11 17 98634
12 22 81279
8 3 307605
20 17 296792
22 25 97296
21 2 121989
17 21 189783
21 19 233602
10 7 224471
11 13 179163
20 6 134284
19 4 218953
19 22 49564
21 14 255296
6 16 180094
2 13 207323
12 6 120174
18 14 234474
9 13 204744
5 6 146488
1 24 250214
20 9 225920
24 7 81472
25 8 235960
15 13 152017
15 3 128062
21 4 175628
4 25 171221
18 9 265143
14 22 271466
21 9 137765
7 4 148547
8 11 214399
4 13 242607
20 4 244886
22 10 134620
3 18 245893
20 13 49239
8 14 312865
25 14 272461
21 13 88014
6 3 334348
5 21 247511
15 9 192984
7 20 115236
17 5 165548
19 17 180545
18 1 137688
18 6 144458
10 3 112674
18 2 174209
18 12 24284
25 7 156011
2 25 139154
15 8 210319
3 2 82057
8 10 194931
11 10 161756
15 21 208071
3 9 287244
12 21 232296
5 11 233009
1 23 298337
16 18 73105
2 14 133307
10 1 107215
15 14 219389
23 6 69326
16 1 210793
16 19 90132
3 23 272258
3 12 270177
10 21 192683
9 2 259754
12 1 161972
8 18 171201
23 11 223514
18 19 17027
15 6 237062
25 24 74539
11 19 247172
4 3 249381
18 17 163518
4 24 96682
16 22 130100
24 11 181161
7 13 94060
15 10 15388
10 9 208372
25 21 185870
15 23 206510
7 18 220770
12 23 189500
25 16 137864
22 8 228196
12 10 157503
17 1 285189
12 17 150333
8 23 96069
13 23 154371
7 19 203743
4 15 224293
18 20 151361
14 23 395123
Case #292: 200
1 10 275840
20 27 169231
26 11 221453
29 26 112669
13 23 181270
29 15 203057
2 4 37521
23 8 131581
21 3 104879
15 2 192176
21 5 209535
30 18 224263
29 3 145147
15 4 219402
4 16 202470
16 21 157956
7 1 295066
5 3 104656
21 8 108316
8 6 201051
6 5 247171
11 5 130191
9 4 55909
2 27 75344
5 16 86085
3 6 179805
22 24 295082
14 1 207041
6 10 202700
16 29 137527
21 27 138695
2 1 254451
6 11 377362
15 19 121848
27 19 136670
17 29 125194
10 30 265755
28 25 53401
2 23 177889
17 30 138169
24 1 227643
5 8 120573
27 11 147949
21 30 223095
28 17 88086
28 10 137247
29 25 120951
17 4 170074
4 28 143742
18 8 133885
2 13 38096
12 11 296633
27 9 93732
14 12 78806
4 14 76715
16 3 142775
2 6 262230
29 4 211292
8 9 144646
23 19 84492
9 3 88877
11 29 246376
27 1 179107
25 22 180257
23 4 140368
17 6 177661
19 14 20839
18 9 68499
22 6 190994
21 22 197036
8 27 50914
17 8 60916
21 12 89874
24 17 194309
11 23 154174
7 6 267648
20 12 159332
3 20 97546
14 5 87636
19 13 141542
30 15 280375
22 2 233077
4 13 75617
10 12 199839
30 16 65139
14 13 152332
6 4 273540
16 27 120393
14 23 63653
30 24 249145
23 1 203415
8 13 164354
11 21 286644
15 16 215236
3 2 107265
27 22 157733
23 25 198638
15 11 307308
22 18 277844
26 14 141108
16 26 89325
8 14 96487
26 3 158128
29 9 192159
12 1 251807
25 24 114825
25 6 253954
30 1 206452
16 9 214125
29 10 69697
10 27 168124
9 5 193533
25 12 179751
17 12 174800
18 11 223012
16 2 195737
5 22 270955
3 19 3819
13 16 233833
15 18 105289
29 7 215965
7 25 95014
30 29 202666
11 10 244722
23 22 257188
13 12 207147
5 24 149916
15 28 235885
16 8 69479
9 15 173788
7 8 168452
10 21 109965
25 16 142917
21 23 185552
30 4 267609
7 27 117538
23 16 62102
30 7 270701
6 29 133003
17 14 157403
11 22 263415
26 30 154464
10 18 194466
4 11 215766
21 29 40268
14 25 134985
30 20 113977
12 6 182609
23 27 182495
6 20 246671
7 2 42194
18 25 97587
17 27 57209
1 16 141313
28 2 106221
1 17 121898
8 15 239174
28 13 144317
20 15 215575
1 18 202761
16 22 195086
7 21 176806
19 29 141328
2 12 169051
9 24 43617
7 19 108864
16 17 73030
16 28 127394
17 9 150941
23 15 153134
7 13 80290
22 15 261048
23 9 169550
24 4 99526
20 17 121868
8 11 198863
30 3 207914
1 29 206143
7 4 79715
8 26 44621
28 27 30877
25 3 117965
25 13 90916
9 21 153000
25 9 71208
21 14 121899
4 8 163779
26 12 191095
13 18 124983
8 20 118317
26 24 203388
13 26 186944
28 9 124609
10 13 281564
12 8 175293
17 23 135132
3 14 17020
17 25 79733
25 27 22524
27 29 98427
Case #293: 11
9 10 552506
6 7 483906
2 5 495482
6 10 676163
3 4 368973
10 8 864091
7 3 842600
1 11 34580
3 6 358694
9 5 768595
11 8 716527
Case #294: 50
38 49 450782
45 46 541725
48 24 325509
9 43 512224
24 7 366686
36 29 106206
37 9 267632
38 45 122800
46 27 915814
2 25 178777
21 42 572157
2 40 532567
29 3 631115
49 10 881234
48 15 781245
45 36 95540
49 50 581310
1 11 847594
32 50 875433
20 7 559697
42 7 663093
31 35 393185
20 18 415833
20 21 322561
25 21 353640
2 24 215297
46 50 685146
44 35 619306
14 15 380856
46 47 403366
48 19 735308
38 29 112134
12 35 888798
26 18 202751
26 11 307841
50 27 808876
11 33 665147
47 50 590474
23 7 381851
6 41 381950
3 7 907092
33 47 698560
21 14 350288
4 6 277045
11 47 714799
40 17 694206
44 50 656673
10 23 775833
48 30 424316
45 42 534318
Case #295: 4
6 12 705550
13 8 506206
24 2 540262
18 12 861311
Case #296: 405
33 36 164471
26 32 88128
38 8 85140
2 6 150527
23 36 32179
40 18 94141
7 2 169818
37 8 69850
29 30 32660
27 12 88404
6 4 96142
38 20 104415
36 4 74708
38 31 90192
3 22 214946
17 16 96990
16 14 104282
26 2 125988
34 24 91217
8 7 66116
32 34 19368
31 26 141627
3 1 156009
22 30 79517
9 13 47598
22 21 199939
2 35 287025
5 29 83394
23 1 79979
25 34 140279
5 20 118440
36 15 89147
34 40 51187
34 4 32113
1 17 85918
39 11 254133
33 6 187359
32 6 121750
37 21 150765
18 7 171583
15 34 105517
6 28 219798
12 21 159813
4 11 136756
9 11 133327
39 29 136447
15 1 93687
38 2 188842
34 13 36634
11 15 210160
39 40 166305
14 26 65755
4 18 73613
11 2 276899
1 9 9974
5 28 175117
39 27 184934
19 39 153158
22 37 95235
36 18 130346
3 6 221557
7 5 159340
3 16 216421
1 19 13926
6 39 243373
5 39 200221
38 16 94837
11 34 104643
19 3 149987
22 18 134598
1 13 57572
28 31 211544
32 12 76309
10 33 169517
33 15 189311
28 23 148210
25 19 133491
5 37 84060
32 2 169544
19 21 127076
16 36 26339
36 32 94991
3 11 239714
40 6 116670
40 10 98828
10 20 62556
30 16 100320
36 14 77943
10 3 92218
8 3 174732
21 27 81992
22 1 78885
21 24 184722
18 23 98167
20 21 185145
24 1 57858
10 32 77455
35 6 313104
40 3 174489
19 20 102745
37 39 138764
38 27 86402
37 14 34305
27 28 159830
5 17 119055
30 26 61793
21 35 204094
35 40 236036
3 24 121996
14 27 42392
34 12 79021
22 25 206354
37 7 135966
12 3 178702
34 19 24732
35 3 215995
16 12 50346
39 14 150466
27 22 117947
32 11 124011
5 11 189746
30 18 74340
4 10 79754
4 22 80244
9 8 47774
14 3 158650
20 34 87829
20 7 204689
29 37 2317
3 30 154688
19 24 71784
24 8 111614
23 3 178515
10 35 156258
7 9 113890
17 28 189721
36 29 88666
1 34 38658
24 37 80491
17 24 143776
7 38 148154
14 10 82989
3 38 151657
40 33 110291
3 32 128353
34 27 69816
13 24 101765
31 21 232507
34 14 35348
23 7 111835
39 12 196478
33 4 91217
24 11 195860
16 6 193462
6 10 174959
1 29 33981
16 22 177498
8 33 129997
26 18 104115
17 14 61376
26 10 74665
37 25 146178
18 29 41680
3 34 135071
6 19 103523
8 30 39507
16 4 101047
36 28 180389
17 27 103768
14 2 147171
7 31 185457
31 32 126146
32 21 146757
31 22 204373
12 23 56186
14 8 43469
27 5 15287
7 16 105995
28 11 209409
12 33 140464
19 4 7381
17 8 104845
4 14 4689
1 6 117449
17 40 45537
14 12 53936
8 4 40234
31 12 129808
35 23 277399
34 22 97595
40 27 58231
15 12 65140
18 33 164830
11 10 188816
1 4 21307
10 22 158544
5 2 196926
18 39 177231
35 12 242742
38 4 48699
16 21 192078
21 9 131028
16 31 79462
38 11 121229
20 9 98793
13 2 186810
6 20 178615
31 30 138164
15 39 228025
33 23 171101
37 28 94040
10 13 94721
23 30 80611
11 16 213887
17 25 178524
12 30 49974
15 21 143933
28 32 98048
38 14 51934
36 19 78296
29 32 6325
35 13 250979
30 27 38430
18 8 113461
28 30 124383
21 2 253048
16 28 206728
4 23 81338
33 27 128920
5 26 113331
4 15 101098
39 10 206681
25 2 193371
29 6 128075
24 23 134661
31 39 232263
34 29 13043
40 31 157965
30 17 65338
8 13 83108
31 17 176452
6 17 162207
22 6 176386
9 4 11333
31 33 228654
34 39 149490
32 23 62812
12 1 68215
19 16 104635
24 12 101147
32 25 150186
38 23 86116
6 24 175307
37 17 95681
40 5 73518
37 13 21274
39 38 166076
34 16 111423
27 18 70047
16 35 293088
15 20 83900
12 7 55649
27 25 167606
12 29 82248
22 28 184641
39 3 257579
40 13 63402
9 31 135462
34 26 90840
26 21 171632
22 24 136743
18 13 65271
38 10 100759
33 30 90490
21 33 78349
31 19 131510
26 4 62520
37 19 30276
20 36 163452
7 22 182801
18 1 75661
10 37 73447
35 37 229705
13 28 115314
32 35 233713
13 15 116065
14 24 82400
35 28 245170
7 11 239313
21 14 124384
29 38 29629
13 30 43601
8 32 65842
12 9 58241
23 6 134944
11 18 159366
20 16 189791
11 1 143301
24 27 102730
29 25 143861
27 7 144053
14 11 139991
4 5 54444
30 25 129176
23 31 137980
33 11 226519
35 8 253209
8 34 68554
30 9 10606
29 31 119821
5 6 150586
27 6 135299
12 38 92505
22 33 170007
17 36 123329
15 7 120789
17 34 96724
8 31 140275
5 21 66705
34 7 134670
38 18 71309
40 38 67773
18 32 48005
24 30 78438
16 37 117322
21 17 185760
14 23 84573
7 1 123864
29 10 71130
31 14 142126
21 3 214807
35 38 253619
26 17 127131
29 27 68107
1 26 80034
15 37 94791
7 29 137897
18 12 115934
31 6 235033
32 33 116825
34 30 31386
12 6 146843
26 15 53321
40 8 59308
40 26 81594
14 9 14568
20 2 118272
16 24 151493
25 15 115226
35 4 216962
12 20 149040
30 19 6654
29 14 36622
24 4 79165
15 19 107025
3 29 122028
9 37 26324
31 4 138891
18 24 91583
18 3 80348
13 22 116509
14 22 83479
9 26 70060
34 37 15360
33 7 196113
27 3 132815
27 32 64765
5 30 53717
10 25 136570
23 15 99797
13 16 138596
25 7 134851
28 1 125704
33 17 155828
14 25 133138
39 32 142772
37 4 29616
2 9 151476
33 34 121876
20 31 194607
15 27 61941
7 13 149224
13 27 82031
15 14 104333
13 21 164023
19 10 85681
14 5 57679
24 15 83477
18 20 33106
5 1 74297
15 3 113562
40 30 19801
31 18 161501
20 32 81111
40 12 69775
39 28 228170
11 23 174173
12 25 79202
1 2 161450
25 4 129903
23 13 80078
1 30 20580
38 6 144841
1 21 141002
7 26 67468
Case #297: 117
17 7 267815
17 23 377597
19 9 279996
13 11 184627
15 23 169736
2 1 103154
3 10 237055
2 6 227348
12 7 179740
23 14 256726
23 10 276278
13 19 130400
7 9 389243
1 16 3217
22 16 209165
18 5 146007
20 6 287463
2 18 35740
4 6 418395
19 20 118363
14 1 56768
15 11 65240
13 2 294590
18 15 183342
10 19 123130
11 17 142621
8 17 264790
17 4 210353
5 23 207071
11 22 212378
4 22 391725
16 10 79537
7 19 181208
22 1 205948
5 9 261958
16 15 47665
4 12 269429
8 15 199872
6 11 273918
23 3 156876
12 11 179670
22 19 144912
14 12 102110
3 5 167848
6 10 315220
22 12 350600
19 6 264051
2 22 309102
18 22 344842
19 3 185886
21 3 285327
17 22 317318
23 2 148566
22 10 268042
13 6 250048
9 15 224623
6 14 295668
14 11 77560
8 14 112882
1 10 76320
17 10 239307
7 18 217554
13 5 184323
8 13 258429
13 4 252359
4 10 186871
7 11 155190
7 15 164620
19 4 246813
11 16 24009
8 9 424495
23 1 214184
2 20 174707
5 11 27905
15 4 230225
19 5 53923
6 7 264955
7 22 326120
14 19 103578
22 13 275312
5 2 110267
18 19 199930
19 21 210187
9 16 272288
21 14 241804
12 5 151765
13 7 309821
2 4 288931
21 8 331696
19 2 164190
17 3 338374
23 18 112826
3 11 195753
4 16 188994
1 15 44448
8 5 162537
15 20 101775
20 7 62845
8 19 216460
13 18 330330
21 10 261356
3 14 217503
1 8 169650
18 3 269702
23 16 217401
21 17 261906
1 5 7113
18 17 302307
1 7 134398
12 15 189100
8 6 385560
9 6 433301
5 16 10330
5 15 37335
9 18 213031
22 5 198835
13 10 253530
Case #298: Impossible
Case #299: 266
3 25 186788
13 4 260835
22 23 102242
19 22 135082
1 12 321575
11 24 127555
11 13 174276
4 1 308732
19 15 223967
23 19 46865
11 17 124786
25 8 269357
9 16 179061
14 18 176311
3 5 188212
4 17 211345
13 23 176228
1 2 149184
8 3 170100
6 4 303252
10 20 347169
6 17 129827
7 23 222893
13 15 110422
14 2 147816
15 8 117056
8 18 167515
18 7 169194
2 19 80228
2 10 220241
24 17 200344
8 6 183634
13 14 269505
17 9 115530
14 16 264753
5 1 180158
5 19 49254
1 16 241633
13 8 6634
7 12 344639
2 6 143704
24 14 294335
2 22 54854
20 21 177411
11 19 91269
25 24 241038
5 8 185251
24 9 203231
12 15 287650
4 16 269957
12 25 392812
20 16 291084
6 21 146968
19 4 177828
10 1 213766
21 10 216977
8 11 167642
15 1 66938
18 21 112191
17 23 6437
18 25 155949
12 23 192705
15 14 296236
18 24 170021
18 20 179741
20 5 197431
6 20 195860
12 9 301798
3 10 221820
19 9 155958
25 5 155498
2 3 157238
10 18 255037
23 14 100428
18 22 170309
24 21 143255
9 22 203519
11 7 211660
10 17 260093
25 17 238269
9 7 202404
10 14 354084
15 21 219386
9 15 143072
14 1 229298
8 10 343517
8 2 186373
1 9 189995
1 11 222173
23 21 50652
7 20 186271
23 11 118349
13 16 309944
13 20 18860
8 17 189299
22 24 201373
20 11 155416
16 3 233579
4 15 305307
22 16 171791
12 16 323277
3 9 181941
15 25 245672
6 15 72418
7 6 344411
5 15 247096
6 11 216693
22 7 161623
23 5 78362
13 2 193007
20 22 119293
12 5 237314
20 19 148223
3 14 237352
24 5 169570
10 25 326054
5 2 30974
25 9 189159
15 24 148755
20 3 182326
16 5 141383
24 7 339215
12 10 426581
25 20 268899
7 3 330877
12 13 177228
8 9 134305
18 3 215151
10 22 275095
19 10 293941
10 24 85016
7 19 176028
16 19 190637
21 22 58118
12 17 186268
25 2 186472
20 15 129282
22 25 201719
20 12 158368
24 19 218824
19 14 147293
5 18 84481
6 3 13534
10 11 212571
23 25 231832
14 8 262871
2 7 216477
17 18 82320
24 2 146519
13 19 129363
12 21 209604
24 20 262153
4 12 365888
2 4 159548
6 19 178617
10 4 299130
6 24 221173
6 10 219246
11 9 75676
9 21 145401
21 4 156284
11 16 183398
2 11 72989
22 3 212092
11 22 127843
19 25 204752
1 21 152448
8 20 12226
3 1 8054
6 12 316095
16 8 303310
24 1 215693
18 13 174149
3 21 160502
2 23 47388
21 8 189637
25 4 200042
2 9 148665
24 8 265811
21 14 151080
10 15 233771
23 9 109093
25 13 262723
24 13 259177
9 18 33210
16 15 292463
9 10 288247
1 8 178154
13 3 163466
7 10 424231
15 23 208682
11 18 42466
6 22 198558
16 18 145851
25 11 113483
17 3 143361
23 4 204908
9 13 140939
3 4 316786
20 14 250645
19 21 76964
18 19 122748
18 4 129025
4 24 214114
12 24 352859
7 14 323321
23 10 253656
17 19 53302
2 21 3264
21 13 196271
8 12 170594
11 14 218777
3 19 165083
1 13 171520
7 21 219741
22 1 204038
15 3 58884
11 3 230227
24 23 193907
20 23 195088
16 24 256928
16 10 330650
22 12 261194
23 1 141744
7 16 315045
23 3 149798
17 20 201525
17 14 93991
18 15 176282
5 21 27710
17 15 202245
4 11 86559
3 24 207639
22 14 202670
18 2 115455
5 22 85828
6 13 177000
25 7 325143
12 19 239570
9 6 195475
4 8 254201
16 21 113673
15 7 277833
12 14 92277
22 4 214402
5 14 178790
11 12 279329
13 5 178617
7 5 225282
20 4 241975
7 17 229330
23 16 164325
4 9 162235
1 18 217627
16 2 116937
21 11 69725
5 17 84799
8 22 131519
17 21 57089
1 20 190380
15 11 218748
16 17 170762
6 23 136264
8 19 135997
17 2 53825
18 6 212147
Case #300: 7
5 2 379193
6 4 553976
4 1 379884
4 3 155990
3 1 223894
3 2 402713
3 6 397986
Case #301: 8
1 2 273153
8 3 200151
7 5 504675
6 3 632458
7 6 775255
1 5 486537
7 8 342945
6 4 593010
Case #302: 50
1 11 227560
13 12 175417
15 3 248807
15 6 339306
5 9 208659
11 2 182480
3 1 337614
13 14 252050
14 9 53244
10 16 384666
2 9 197141
2 1 296434
9 16 385222
15 17 81950
15 2 207627
9 3 238321
14 8 220924
5 10 200188
9 8 167680
12 15 191134
15 5 219145
12 6 305431
15 7 306302
4 14 269831
14 15 80672
10 7 287345
9 6 328820
3 2 41180
12 1 53096
9 4 216587
4 10 208116
6 17 260155
16 12 369748
3 13 223312
6 3 93298
8 3 406001
10 8 176151
5 4 282318
3 4 311980
15 11 138753
14 16 331978
6 10 320349
12 3 390710
16 1 316652
11 13 120635
7 6 445651
17 14 124708
2 16 198795
4 12 301390
17 3 166857
Case #303: 265
35 33 222199
32 4 274818
6 17 93588
15 24 127341
12 23 190743
15 14 120684
19 27 99229
22 27 131298
21 35 268737
21 12 232395
29 13 168914
21 2 179210
2 37 142616
1 10 189109
26 24 38729
24 22 75333
20 30 75518
24 21 161809
4 17 183889
13 25 120571
3 35 150204
26 29 93817
28 7 68816
6 34 61429
13 8 108179
28 18 56211
36 37 136311
15 34 125824
16 36 188137
9 28 46909
2 29 143477
26 1 96643
19 36 125348
28 2 99804
35 16 233886
19 31 197591
21 13 214133
7 16 163454
31 24 164372
19 18 134162
33 26 172193
7 30 84705
3 34 22348
22 33 279785
30 27 42327
1 25 65913
6 19 131650
2 5 186739
12 8 124181
7 4 154929
25 31 75877
15 32 151713
11 29 54854
34 17 90175
35 11 76728
27 24 55965
37 15 88050
10 8 163802
25 24 88495
4 5 261075
30 16 78749
28 6 58859
36 6 99482
8 24 88954
34 2 61432
27 23 105134
18 35 70791
37 32 175093
4 28 149160
34 8 61997
20 10 97622
25 14 81838
14 8 74300
4 26 140511
34 7 71386
8 7 75367
13 16 177590
27 21 143311
26 19 81993
16 1 223480
20 22 98107
24 9 35494
35 13 183868
22 23 170050
3 2 66706
33 25 180226
11 33 173715
16 34 150084
31 29 80108
20 23 71943
13 6 122645
11 26 88187
6 29 143474
26 14 32072
18 6 105174
12 25 157186
24 19 88812
16 32 223206
5 1 98561
20 11 72232
17 5 89877
25 34 86978
29 30 140183
34 33 177495
31 17 84911
30 3 48987
30 34 71335
12 18 156612
10 3 124153
25 23 137664
31 9 154318
3 8 39649
18 10 135644
37 21 216036
34 36 55127
27 14 49308
1 19 172166
14 28 75746
9 15 117287
29 25 61365
37 31 79247
1 21 219723
9 30 62798
9 19 78758
31 34 162855
10 27 130813
10 22 195729
34 19 87295
19 23 5905
5 6 173569
24 7 98343
5 9 159284
14 13 139532
24 20 22774
35 12 220483
30 12 133519
35 36 208270
24 16 177041
6 33 180908
11 36 131542
1 30 144731
13 26 113930
27 32 165000
17 13 98515
21 26 129550
35 31 128319
33 4 200211
25 11 6511
13 10 221037
10 35 206435
14 19 82155
10 9 110342
6 3 39081
35 1 107886
19 22 164145
9 2 52895
10 17 145252
19 20 66038
3 7 49038
17 2 109664
6 8 65410
18 27 72753
23 34 93200
11 37 55715
12 34 114617
25 21 185498
2 32 213497
29 7 153431
7 10 173191
14 21 155152
7 21 185689
15 12 183010
26 32 167307
10 25 123196
14 17 103894
18 2 118344
5 21 266341
7 22 173676
16 28 113804
3 21 140126
10 28 157251
13 23 195358
20 21 139035
16 19 110130
7 1 156257
6 4 155143
32 10 249085
36 3 60401
13 32 202348
36 7 109439
27 5 141148
6 30 74748
33 18 179652
31 15 101701
14 6 81729
36 25 125031
31 6 168603
18 9 90889
4 1 230684
7 26 66084
15 3 105811
37 33 118000
19 33 247716
36 2 99485
16 10 159340
29 8 136541
16 33 148599
14 22 114224
8 4 139699
7 20 75569
14 12 134917
25 37 62226
16 23 104225
16 14 143711
15 17 47880
9 1 93408
28 5 124606
37 17 71260
3 28 33098
21 19 146806
26 3 17046
7 2 115744
37 22 200548
24 12 141574
18 25 12448
20 12 118800
13 30 98841
25 6 92726
18 37 61652
10 36 156932
29 36 137172
25 16 163263
26 28 50144
18 5 68395
34 10 118879
19 35 204953
19 15 119247
21 17 185076
21 23 152711
16 3 127736
8 37 137402
9 20 12720
11 10 129707
20 35 148960
4 35 258131
6 9 52892
34 26 11772
35 22 247067
4 16 51612
13 31 183426
17 32 103833
13 9 110695
13 24 146189
11 22 170339
2 25 105896
4 18 192680
27 31 136182
1 29 4548
8 27 32989
1 33 114313
3 18 79413
7 17 103545
3 27 6660
26 36 49825
30 5 159661
Case #304: 34
5 10 751865
15 9 766781
17 12 516246
6 5 9005
20 8 669053
17 3 810458
3 20 679750
13 14 484692
12 6 227203
12 13 171214
19 15 658295
4 3 388957
18 14 193287
4 2 318403
10 2 903966
14 7 429412
5 16 465838
9 13 78575
4 7 210679
14 15 724165
16 18 773634
19 12 101815
9 6 134564
2 12 187798
20 11 457604
9 14 406117
14 10 842690
3 15 968354
8 18 818207
19 3 396027
10 16 900479
18 6 316801
10 7 743683
18 20 574722
Case #305: Impossible
Case #306: Impossible
Case #307: 58
23 18 513303
28 32 553064
29 26 68729
29 14 367851
33 37 822413
8 27 474759
26 5 568877
23 10 542598
22 38 662336
33 21 451152
30 18 504860
2 16 318034
24 33 531960
4 17 105045
35 33 334673
38 4 286644
28 4 153859
25 13 837181
6 38 252106
3 11 893263
12 7 180893
3 5 687927
12 34 544566
11 31 608714
9 37 780651
30 38 491984
26 27 476947
26 25 505558
10 27 438222
1 11 272101
20 19 522373
23 9 213470
22 37 512323
36 27 603089
26 17 260609
34 10 752806
23 35 606270
11 15 577845
2 21 138933
12 29 336684
33 12 492522
17 2 101095
34 24 594707
